Rk,Player,PTS,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
276,Trae Young,36,2024-01-15,25-118,ATL,,SAS,W 109-99,*,38,11,24,0.458,5,13,0.385,6,11,0.545,8,9,0.889,0.644,0,6,6,13,1,1,3,0,36,32.8,17.6,16,G,youngtr01
277,Giannis Antetokounmpo,35,2023-11-11,28-340,MIL,@,ORL,L 97-112,*,37,15,22,0.682,15,21,0.714,0,1,0,5,12,0.417,0.641,2,8,10,7,4,2,6,4,35,29.3,14.5,-11,F-G,antetgi01
278,Giannis Antetokounmpo,35,2023-11-13,28-342,MIL,,CHI,W 118-109,*,35,13,22,0.591,12,19,0.632,1,3,0.333,8,14,0.571,0.621,3,8,11,2,0,0,3,4,35,23.7,4.8,13,F-G,antetgi01
279,Giannis Antetokounmpo,35,2023-12-05,28-364,MIL,,NYK,W 146-122,*,34,15,22,0.682,14,21,0.667,1,1,1,4,9,0.444,0.674,3,5,8,10,3,0,4,3,35,32,9.4,19,F-G,antetgi01
280,Giannis Antetokounmpo,35,2024-01-24,29-049,MIL,,CLE,W 126-116,*,35,16,24,0.667,15,23,0.652,1,1,1,2,3,0.667,0.691,2,16,18,10,0,2,2,3,35,35.6,19.7,11,F-G,antetgi01
281,Giannis Antetokounmpo,35,2024-02-15,29-071,MIL,@,MEM,L 110-113,*,37,15,17,0.882,15,17,0.882,0,0,,5,9,0.556,0.835,0,4,4,12,0,0,1,5,35,34.1,19.3,-14,F-G,antetgi01
282,Paolo Banchero,35,2024-01-07,21-056,ORL,,ATL,W 117-110 (OT),*,45,13,29,0.448,9,22,0.409,4,7,0.571,5,7,0.714,0.546,1,9,10,4,3,1,2,2,35,26.2,7.9,18,F,banchpa01
283,Devin Booker,35,2023-12-29,27-060,PHO,,CHO,W 133-119,*,37,10,18,0.556,5,11,0.455,5,7,0.714,10,10,1,0.781,0,4,4,7,0,1,2,4,35,29.6,3.4,11,G,bookede01
284,Devin Booker,35,2024-01-03,27-065,PHO,,LAC,L 122-131,*,37,11,15,0.733,6,7,0.857,5,8,0.625,8,9,0.889,0.923,0,2,2,6,0,0,6,4,35,25.7,6.5,-12,G,bookede01
285,Devin Booker,35,2024-02-22,27-115,PHO,@,DAL,L 113-123,*,39,13,21,0.619,11,15,0.733,2,6,0.333,7,8,0.875,0.714,1,4,5,8,1,0,4,2,35,28.8,9.2,-14,G,bookede01
286,Devin Booker,35,2024-02-29,27-122,PHO,,HOU,W 110-105,*,39,13,27,0.481,7,16,0.438,6,11,0.545,3,3,1,0.618,1,6,7,3,1,1,1,4,35,25,12.4,11,G,bookede01
